case_id,activity,timestamp,resource,lifecycle
case-10225,T02 Check confirmation of receipt,2011-12-07T10:04:22.794+01:00,Resource14,complete
case-10225,T04 Determine confirmation of receipt,2011-12-07T10:05:05.939+01:00,Resource14,complete
case-10225,T05 Print and send confirmation of receipt,2011-12-07T10:05:36.523+01:00,Resource14,complete
case-10225,T10 Determine necessity to stop indication,2011-12-07T10:16:31.803+01:00,Resource14,complete
case-10228,Confirmation of receipt,2011-10-31T10:14:35.980+01:00,admin2,complete
case-10232,Confirmation of receipt,2011-12-07T12:16:57.518+01:00,Resource16,complete
case-10232,T02 Check confirmation of receipt,2011-12-07T12:20:41.121+01:00,Resource16,complete
case-10232,T04 Determine confirmation of receipt,2011-12-07T12:21:05.443+01:00,Resource16,complete
case-10232,T05 Print and send confirmation of receipt,2011-12-07T12:21:28.467+01:00,Resource16,complete
case-10232,T06 Determine necessity of stop advice,2011-12-07T12:21:51.193+01:00,Resource16,complete
case-10232,T10 Determine necessity to stop indication,2011-12-07T12:22:21.436+01:00,Resource16,complete
case-10244,Confirmation of receipt,2011-11-02T16:13:16.366+01:00,admin2,complete
case-10259,Confirmation of receipt,2011-12-07T14:16:30.384+01:00,admin2,complete
case-10263,Confirmation of receipt,2011-11-18T14:15:19.355+01:00,Resource12,complete
case-10263,T02 Check confirmation of receipt,2011-11-18T14:15:51.435+01:00,Resource12,complete
case-10263,T04 Determine confirmation of receipt,2011-11-18T14:17:30.382+01:00,Resource12,complete
case-10263,T06 Determine necessity of stop advice,2011-11-29T14:23:32.990+01:00,Resource12,complete
case-10263,T05 Print and send confirmation of receipt,2011-11-30T12:02:03.222+01:00,Resource27,complete
case-10266,Confirmation of receipt,2011-11-15T11:45:03.544+01:00,admin2,complete
case-10273,Confirmation of receipt,2011-12-09T10:19:25.642+01:00,admin2,complete
case-10284,Confirmation of receipt,2011-11-09T10:10:47.105+01:00,Resource03,complete
case-10284,T06 Determine necessity of stop advice,2011-11-09T10:11:19.508+01:00,Resource03,complete
case-10284,T02 Check confirmation of receipt,2011-11-09T10:11:49.422+01:00,Resource03,complete
case-10284,T04 Determine confirmation of receipt,2011-11-09T10:12:31.413+01:00,Resource03,complete
case-10284,T05 Print and send confirmation of receipt,2011-11-09T10:17:20.992+01:00,Resource03,complete
case-10284,T10 Determine necessity to stop indication,2011-11-09T10:17:42.795+01:00,Resource03,complete
case-10286,Confirmation of receipt,2011-11-09T09:19:20.905+01:00,Resource03,complete
case-10286,T02 Check confirmation of receipt,2011-11-09T09:22:21.141+01:00,Resource03,complete
case-10286,T04 Determine confirmation of receipt,2011-11-09T09:22:39.816+01:00,Resource03,complete
case-10286,T05 Print and send confirmation of receipt,2011-11-09T09:22:57.042+01:00,Resource03,complete
case-10286,T06 Determine necessity of stop advice,2011-11-09T09:23:13.487+01:00,Resource03,complete
case-10286,T10 Determine necessity to stop indication,2011-11-09T09:31:00.488+01:00,Resource03,complete
case-10287,Confirmation of receipt,2011-11-09T10:36:08.748+01:00,Resource03,complete
case-10287,T02 Check confirmation of receipt,2011-11-09T10:36:27.973+01:00,Resource03,complete
case-10287,T04 Determine confirmation of receipt,2011-11-09T10:36:44.917+01:00,Resource03,complete
case-10287,T05 Print and send confirmation of receipt,2011-11-09T10:36:59.330+01:00,Resource03,complete
case-10287,T06 Determine necessity of stop advice,2011-11-09T10:37:15.027+01:00,Resource03,complete
case-10287,T10 Determine necessity to stop indication,2011-11-09T10:37:34.862+01:00,Resource03,complete
case-10289,Confirmation of receipt,2011-11-10T11:33:31.398+01:00,Resource06,complete
case-10289,T02 Check confirmation of receipt,2011-11-10T11:37:51.725+01:00,Resource06,complete
case-10289,T04 Determine confirmation of receipt,2011-11-10T11:38:11.514+01:00,Resource06,complete
case-10289,T05 Print and send confirmation of receipt,2011-11-10T11:38:30.166+01:00,Resource06,complete
case-10289,T06 Determine necessity of stop advice,2011-11-10T11:39:49.369+01:00,Resource06,complete
case-10289,T10 Determine necessity to stop indication,2011-11-10T11:40:42.373+01:00,Resource06,complete
case-10291,Confirmation of receipt,2011-11-17T15:25:46.106+01:00,admin2,complete
case-10297,Confirmation of receipt,2011-11-09T12:23:28.314+01:00,Resource21,complete
case-10297,T02 Check confirmation of receipt,2011-11-09T12:23:55.292+01:00,Resource21,complete
case-10297,T04 Determine confirmation of receipt,2011-11-09T12:24:19.850+01:00,Resource21,complete
case-10297,T05 Print and send confirmation of receipt,2011-11-09T12:24:37.827+01:00,Resource21,complete
case-10297,T06 Determine necessity of stop advice,2011-11-09T12:42:02.828+01:00,Resource21,complete
case-10297,T10 Determine necessity to stop indication,2011-11-09T12:42:35.139+01:00,Resource21,complete
case-10299,Confirmation of receipt,2011-11-09T11:01:38.475+01:00,Resource03,complete
case-10299,T02 Check confirmation of receipt,2011-11-09T11:01:59.252+01:00,Resource03,complete
case-10299,T04 Determine confirmation of receipt,2011-11-09T11:02:18.044+01:00,Resource03,complete
case-10299,T05 Print and send confirmation of receipt,2011-11-09T11:02:37.096+01:00,Resource03,complete
case-10299,T06 Determine necessity of stop advice,2011-11-09T11:03:10.328+01:00,Resource03,complete
case-10299,T10 Determine necessity to stop indication,2011-11-09T11:03:41.390+01:00,Resource03,complete
case-10300,Confirmation of receipt,2011-11-10T10:34:14.137+01:00,Resource03,complete
case-10300,T02 Check confirmation of receipt,2011-11-10T10:34:33.033+01:00,Resource03,complete
case-10300,T04 Determine confirmation of receipt,2011-11-10T10:34:50.827+01:00,Resource03,complete
case-10300,T05 Print and send confirmation of receipt,2011-11-10T10:35:08.823+01:00,Resource03,complete
case-10300,T06 Determine necessity of stop advice,2011-11-10T10:35:24.410+01:00,Resource03,complete
case-10300,T10 Determine necessity to stop indication,2011-11-10T10:35:48.129+01:00,Resource03,complete
case-10306,Confirmation of receipt,2011-12-21T13:52:38.616+01:00,admin2,complete
case-10322,Confirmation of receipt,2011-11-15T08:52:21.307+01:00,Resource03,complete
case-10322,T02 Check confirmation of receipt,2011-11-15T08:53:38.329+01:00,Resource03,complete
case-10322,T04 Determine confirmation of receipt,2011-11-15T08:54:00.462+01:00,Resource03,complete
case-10322,T05 Print and send confirmation of receipt,2011-11-15T08:54:14.252+01:00,Resource03,complete
case-10322,T06 Determine necessity of stop advice,2011-11-15T08:54:28.851+01:00,Resource03,complete
case-10322,T10 Determine necessity to stop indication,2011-11-15T08:54:50.336+01:00,Resource03,complete
case-10324,Confirmation of receipt,2011-11-04T13:05:32.854+01:00,Resource26,complete
case-10324,T06 Determine necessity of stop advice,2011-11-08T11:03:26.870+01:00,Resource26,complete
case-10324,T07-1 Draft intern advice aspect 1,2011-12-12T12:12:42.140+01:00,Resource24,complete
case-10326,Confirmation of receipt,2011-11-30T15:55:18.032+01:00,Resource09,complete
case-10326,T02 Check confirmation of receipt,2011-11-30T15:56:06.840+01:00,Resource09,complete
case-10326,T04 Determine confirmation of receipt,2011-11-30T15:57:16.513+01:00,Resource09,complete
case-10326,T05 Print and send confirmation of receipt,2011-11-30T15:57:41.635+01:00,Resource09,complete
case-10326,T06 Determine necessity of stop advice,2011-11-30T15:58:23.761+01:00,Resource09,complete
case-10326,T10 Determine necessity to stop indication,2011-11-30T16:04:43.684+01:00,Resource09,complete
case-10336,Confirmation of receipt,2011-11-17T15:56:50.215+01:00,Resource03,complete
case-10336,T02 Check confirmation of receipt,2011-11-17T15:57:14.361+01:00,Resource03,complete
case-10336,T04 Determine confirmation of receipt,2011-11-17T15:57:53.421+01:00,Resource03,complete
case-10336,T05 Print and send confirmation of receipt,2011-11-17T15:58:15.308+01:00,Resource03,complete
case-10336,T06 Determine necessity of stop advice,2011-11-17T15:58:38.333+01:00,Resource03,complete
case-10336,T10 Determine necessity to stop indication,2011-11-17T15:59:46.294+01:00,Resource03,complete
case-10339,Confirmation of receipt,2011-11-14T13:52:08.621+01:00,Resource06,complete
case-10339,T02 Check confirmation of receipt,2011-11-14T13:55:13.723+01:00,Resource06,complete
case-10339,T04 Determine confirmation of receipt,2011-11-14T13:55:44.472+01:00,Resource06,complete
case-10339,T05 Print and send confirmation of receipt,2011-11-14T13:56:07.190+01:00,Resource06,complete
case-10339,T06 Determine necessity of stop advice,2011-11-14T13:57:03.737+01:00,Resource06,complete
case-10339,T10 Determine necessity to stop indication,2011-11-14T13:57:28.105+01:00,Resource06,complete
case-10350,Confirmation of receipt,2011-11-10T15:10:55.045+01:00,Resource03,complete
case-10350,T02 Check confirmation of receipt,2011-11-10T15:11:15.596+01:00,Resource03,complete
case-10350,T04 Determine confirmation of receipt,2011-11-10T15:11:31.757+01:00,Resource03,complete
case-10350,T05 Print and send confirmation of receipt,2011-11-10T15:11:46.581+01:00,Resource03,complete
case-10350,T06 Determine necessity of stop advice,2011-11-10T15:12:02.898+01:00,Resource03,complete
case-10350,T10 Determine necessity to stop indication,2011-11-10T15:12:27.629+01:00,Resource03,complete
case-10352,Confirmation of receipt,2011-11-14T10:50:37.798+01:00,Resource20,complete
case-10352,T02 Check confirmation of receipt,2011-11-14T10:51:38.023+01:00,Resource20,complete
case-10352,T04 Determine confirmation of receipt,2011-11-14T11:59:27.024+01:00,Resource20,complete
case-10352,T05 Print and send confirmation of receipt,2011-11-14T12:00:15.861+01:00,Resource20,complete
case-10352,T06 Determine necessity of stop advice,2011-11-14T12:00:44.335+01:00,Resource20,complete
case-10352,T10 Determine necessity to stop indication,2011-11-14T12:01:17.656+01:00,Resource20,complete
case-10354,Confirmation of receipt,2011-11-07T08:48:39.290+01:00,admin2,complete
case-10357,Confirmation of receipt,2011-11-09T11:29:46.788+01:00,Resource06,complete
case-10357,T02 Check confirmation of receipt,2011-11-09T11:30:08.582+01:00,Resource06,complete
case-10357,T04 Determine confirmation of receipt,2011-11-09T11:30:27.273+01:00,Resource06,complete
case-10357,T05 Print and send confirmation of receipt,2011-11-09T11:30:44.331+01:00,Resource06,complete
case-10357,T06 Determine necessity of stop advice,2011-11-09T11:31:04.655+01:00,Resource06,complete
case-10357,T10 Determine necessity to stop indication,2011-11-09T11:31:33.707+01:00,Resource06,complete
case-10357,T11 Create document X request unlicensed,2011-11-09T11:34:00.271+01:00,Resource06,complete
case-10357,T12 Check document X request unlicensed,2011-11-09T11:40:14.529+01:00,Resource06,complete
case-10357,T14 Determine document X request unlicensed,2011-11-09T11:40:39.482+01:00,Resource06,complete
case-10357,T15 Print document X request unlicensed,2011-11-14T09:21:48.805+01:00,admin1,complete
case-10360,Confirmation of receipt,2011-12-05T09:42:18.947+01:00,admin2,complete
case-10375,Confirmation of receipt,2011-11-17T14:30:18.360+01:00,Resource14,complete
case-10375,T02 Check confirmation of receipt,2011-11-17T14:48:22.100+01:00,Resource14,complete
case-10375,T04 Determine confirmation of receipt,2011-11-17T14:49:24.984+01:00,Resource14,complete
case-10375,T05 Print and send confirmation of receipt,2011-11-17T14:49:44.706+01:00,Resource14,complete
case-10375,T06 Determine necessity of stop advice,2011-11-17T15:23:53.401+01:00,Resource14,complete
case-10375,T10 Determine necessity to stop indication,2011-11-17T15:24:32.419+01:00,Resource14,complete
case-10378,Confirmation of receipt,2011-11-08T12:51:26.998+01:00,Resource06,complete
case-10378,T02 Check confirmation of receipt,2011-11-08T12:51:49.834+01:00,Resource06,complete
case-10378,T04 Determine confirmation of receipt,2011-11-08T12:52:07.613+01:00,Resource06,complete
case-10378,T05 Print and send confirmation of receipt,2011-11-08T12:52:24.716+01:00,Resource06,complete
case-10378,T06 Determine necessity of stop advice,2011-11-08T12:52:43.378+01:00,Resource06,complete
case-10378,T10 Determine necessity to stop indication,2011-11-08T12:53:03.885+01:00,Resource06,complete
case-10384,Confirmation of receipt,2011-11-25T11:17:52.239+01:00,Resource23,complete
case-10384,T02 Check confirmation of receipt,2011-11-25T11:18:56.984+01:00,Resource23,complete
case-10384,T04 Determine confirmation of receipt,2011-11-25T11:19:28.587+01:00,Resource23,complete
case-10384,T05 Print and send confirmation of receipt,2011-11-25T11:19:51.210+01:00,Resource23,complete
case-10384,T06 Determine necessity of stop advice,2011-11-25T11:22:40.036+01:00,Resource23,complete
case-10384,T10 Determine necessity to stop indication,2011-11-25T11:23:04.911+01:00,Resource23,complete
case-10392,Confirmation of receipt,2011-11-18T09:09:30.172+01:00,Resource03,complete
case-10392,T02 Check confirmation of receipt,2011-11-18T09:09:49.213+01:00,Resource03,complete
case-10392,T04 Determine confirmation of receipt,2011-11-18T09:18:08.748+01:00,Resource03,complete
case-10392,T05 Print and send confirmation of receipt,2011-11-18T09:18:24.008+01:00,Resource03,complete
case-10392,T06 Determine necessity of stop advice,2011-11-18T09:18:39.882+01:00,Resource03,complete
case-10392,T10 Determine necessity to stop indication,2011-11-18T09:19:13.974+01:00,Resource03,complete
case-10392,T16 Report reasons to hold request,2011-11-18T09:19:33.548+01:00,Resource03,complete
case-10392,T17 Check report Y to stop indication,2011-11-18T09:19:51.377+01:00,Resource03,complete
case-10392,T19 Determine report Y to stop indication,2011-11-18T09:21:19.608+01:00,Resource03,complete
case-10392,T20 Print report Y to stop indication,2011-11-18T09:21:34.851+01:00,Resource03,complete
case-10394,Confirmation of receipt,2011-12-07T15:44:35.181+01:00,admin2,complete
case-10407,Confirmation of receipt,2011-11-14T12:58:01.365+01:00,Resource20,complete
case-10407,T02 Check confirmation of receipt,2011-11-14T12:58:28.781+01:00,Resource20,complete
case-10407,T04 Determine confirmation of receipt,2011-11-14T13:06:50.609+01:00,Resource20,complete
case-10407,T05 Print and send confirmation of receipt,2011-11-14T13:07:46.421+01:00,Resource20,complete
case-10407,T06 Determine necessity of stop advice,2011-11-14T13:09:12.841+01:00,Resource20,complete
case-10407,T10 Determine necessity to stop indication,2011-11-14T13:09:55.809+01:00,Resource20,complete
case-10410,Confirmation of receipt,2011-11-30T14:46:15.565+01:00,Resource09,complete
case-10410,T02 Check confirmation of receipt,2011-11-30T14:47:01.891+01:00,Resource09,complete
case-10410,T04 Determine confirmation of receipt,2011-11-30T14:47:52.207+01:00,Resource09,complete
case-10410,T05 Print and send confirmation of receipt,2011-11-30T14:48:46.418+01:00,Resource09,complete
case-10410,T06 Determine necessity of stop advice,2011-11-30T16:32:41.199+01:00,Resource09,complete
case-10410,T10 Determine necessity to stop indication,2011-11-30T16:34:56.762+01:00,Resource09,complete
case-10459,Confirmation of receipt,2011-11-22T14:30:37.731+01:00,Resource08,complete
case-10459,T02 Check confirmation of receipt,2011-11-22T14:32:58.478+01:00,Resource08,complete
case-10459,T04 Determine confirmation of receipt,2011-11-22T14:38:58.795+01:00,Resource08,complete
case-10459,T05 Print and send confirmation of receipt,2011-11-22T14:41:49.850+01:00,Resource08,complete
case-10459,T06 Determine necessity of stop advice,2011-11-22T14:45:24.199+01:00,Resource08,complete
case-10459,T10 Determine necessity to stop indication,2011-11-22T14:45:46.562+01:00,Resource08,complete
case-10460,Confirmation of receipt,2011-11-22T15:03:05.355+01:00,Resource20,complete
case-10460,T02 Check confirmation of receipt,2011-11-22T15:03:37.543+01:00,Resource20,complete
case-10460,T04 Determine confirmation of receipt,2011-11-22T15:03:59.803+01:00,Resource20,complete
case-10460,T05 Print and send confirmation of receipt,2011-11-22T15:04:51.662+01:00,Resource20,complete
case-10460,T06 Determine necessity of stop advice,2011-11-22T15:09:28.407+01:00,Resource20,complete
case-10460,T10 Determine necessity to stop indication,2011-11-22T15:35:03.653+01:00,Resource20,complete
case-10461,Confirmation of receipt,2011-11-18T09:53:38.081+01:00,Resource03,complete
case-10461,T02 Check confirmation of receipt,2011-11-18T09:54:05.458+01:00,Resource03,complete
case-10461,T04 Determine confirmation of receipt,2011-11-18T09:54:20.930+01:00,Resource03,complete
case-10461,T05 Print and send confirmation of receipt,2011-11-18T09:54:54.994+01:00,Resource03,complete
case-10461,T06 Determine necessity of stop advice,2011-11-18T09:55:15.110+01:00,Resource03,complete
case-10461,T10 Determine necessity to stop indication,2011-11-18T09:55:50.240+01:00,Resource03,complete
case-10461,T16 Report reasons to hold request,2011-11-18T09:56:06.771+01:00,Resource03,complete
case-10461,T17 Check report Y to stop indication,2011-11-18T09:56:27.350+01:00,Resource03,complete
case-10461,T19 Determine report Y to stop indication,2011-11-18T09:56:44.304+01:00,Resource03,complete
case-10461,T20 Print report Y to stop indication,2011-11-18T09:56:58.025+01:00,Resource03,complete
case-10463,Confirmation of receipt,2011-11-25T16:09:50.422+01:00,Resource06,complete
case-10463,T02 Check confirmation of receipt,2011-11-25T16:10:19.837+01:00,Resource06,complete
case-10463,T04 Determine confirmation of receipt,2011-11-25T16:10:39.345+01:00,Resource06,complete
case-10463,T05 Print and send confirmation of receipt,2011-11-25T16:10:54.528+01:00,Resource06,complete
case-10463,T06 Determine necessity of stop advice,2011-11-25T16:15:35.699+01:00,Resource06,complete
case-10463,T10 Determine necessity to stop indication,2011-11-25T16:15:57.008+01:00,Resource06,complete
case-10464,Confirmation of receipt,2011-12-15T14:10:18.508+01:00,Resource09,complete
case-10464,T06 Determine necessity of stop advice,2011-12-15T14:10:56.673+01:00,Resource09,complete
case-10464,T10 Determine necessity to stop indication,2011-12-15T14:12:14.656+01:00,Resource09,complete
case-10464,T02 Check confirmation of receipt,2011-12-15T14:19:41.933+01:00,Resource09,complete
case-10464,T04 Determine confirmation of receipt,2011-12-15T14:22:32.946+01:00,Resource09,complete
case-10464,T05 Print and send confirmation of receipt,2011-12-15T14:25:00.655+01:00,Resource09,complete
case-10472,Confirmation of receipt,2011-11-17T16:42:14.396+01:00,Resource03,complete
case-10472,T02 Check confirmation of receipt,2011-11-17T16:42:35.975+01:00,Resource03,complete
case-10472,T04 Determine confirmation of receipt,2011-11-17T16:42:51.761+01:00,Resource03,complete
case-10472,T05 Print and send confirmation of receipt,2011-11-17T16:43:05.721+01:00,Resource03,complete
case-10472,T06 Determine necessity of stop advice,2011-11-17T16:43:24.256+01:00,Resource03,complete
case-10472,T10 Determine necessity to stop indication,2011-11-17T16:43:45.101+01:00,Resource03,complete
case-10473,Confirmation of receipt,2011-11-15T11:50:45.760+01:00,Resource06,complete
case-10473,T02 Check confirmation of receipt,2011-11-15T11:51:37.240+01:00,Resource06,complete
case-10473,T04 Determine confirmation of receipt,2011-11-15T11:51:56.604+01:00,Resource06,complete
case-10473,T05 Print and send confirmation of receipt,2011-11-15T11:52:14.927+01:00,Resource06,complete
case-10473,T06 Determine necessity of stop advice,2011-11-15T11:52:55.810+01:00,Resource06,complete
case-10473,T10 Determine necessity to stop indication,2011-11-15T11:53:23.792+01:00,Resource06,complete
case-10474,Confirmation of receipt,2011-11-28T09:15:12.675+01:00,Resource06,complete
case-10474,T02 Check confirmation of receipt,2011-11-28T09:31:16.975+01:00,Resource06,complete
case-10474,T04 Determine confirmation of receipt,2011-11-28T09:31:39.371+01:00,Resource06,complete
case-10474,T05 Print and send confirmation of receipt,2011-11-28T09:31:58.732+01:00,Resource06,complete
case-10474,T06 Determine necessity of stop advice,2011-11-28T09:32:25.848+01:00,Resource06,complete
case-10474,T10 Determine necessity to stop indication,2011-11-28T09:32:46.412+01:00,Resource06,complete
case-10479,Confirmation of receipt,2011-11-18T10:39:14.337+01:00,Resource03,complete
case-10479,T02 Check confirmation of receipt,2011-11-18T10:39:34.311+01:00,Resource03,complete
case-10479,T04 Determine confirmation of receipt,2011-11-18T10:58:40.012+01:00,Resource03,complete
case-10479,T05 Print and send confirmation of receipt,2011-11-18T11:13:53.173+01:00,Resource03,complete
case-10479,T06 Determine necessity of stop advice,2011-11-18T11:14:23.398+01:00,admin2,complete
case-10483,Confirmation of receipt,2012-01-09T11:31:41.636+01:00,Resource02,complete
case-10483,T02 Check confirmation of receipt,2012-01-09T11:32:15.732+01:00,Resource02,complete
case-10483,T04 Determine confirmation of receipt,2012-01-09T11:32:51.848+01:00,Resource02,complete
case-10483,T05 Print and send confirmation of receipt,2012-01-09T11:33:18.309+01:00,Resource02,complete
case-10484,Confirmation of receipt,2012-01-09T12:11:30.587+01:00,Resource02,complete
case-10484,T02 Check confirmation of receipt,2012-01-09T12:12:07.726+01:00,Resource02,complete
case-10484,T04 Determine confirmation of receipt,2012-01-09T12:12:57.161+01:00,Resource02,complete
case-10484,T05 Print and send confirmation of receipt,2012-01-09T12:13:51.633+01:00,Resource02,complete
case-10487,Confirmation of receipt,2011-11-18T12:02:46.930+01:00,Resource03,complete
case-10487,T02 Check confirmation of receipt,2011-11-18T12:03:07.303+01:00,Resource03,complete
case-10487,T04 Determine confirmation of receipt,2011-11-18T12:03:27.687+01:00,Resource03,complete
case-10487,T05 Print and send confirmation of receipt,2011-11-18T12:03:42.380+01:00,Resource03,complete
case-10487,T06 Determine necessity of stop advice,2011-11-18T12:04:04.405+01:00,Resource03,complete
case-10487,T10 Determine necessity to stop indication,2011-11-18T12:04:25.848+01:00,Resource03,complete
case-10489,Confirmation of receipt,2011-12-01T14:44:04.954+01:00,Resource02,complete
case-10489,T02 Check confirmation of receipt,2011-12-01T14:44:34.050+01:00,Resource02,complete
case-10489,T04 Determine confirmation of receipt,2011-12-01T14:44:57.380+01:00,Resource02,complete
case-10489,T05 Print and send confirmation of receipt,2011-12-01T14:45:21.242+01:00,Resource02,complete
case-10489,T06 Determine necessity of stop advice,2011-12-01T14:47:15.322+01:00,Resource02,complete
case-10489,T10 Determine necessity to stop indication,2011-12-01T14:47:58.903+01:00,Resource02,complete
case-10492,Confirmation of receipt,2011-11-22T09:52:39.368+01:00,Resource03,complete
case-10492,T02 Check confirmation of receipt,2011-11-22T09:53:28.689+01:00,Resource03,complete
case-10492,T04 Determine confirmation of receipt,2011-11-22T09:53:51.826+01:00,Resource03,complete
case-10492,T05 Print and send confirmation of receipt,2011-11-22T09:54:27.929+01:00,Resource03,complete
case-10492,T06 Determine necessity of stop advice,2011-11-22T09:55:09.933+01:00,Resource03,complete
case-10492,T10 Determine necessity to stop indication,2011-11-22T09:55:54.193+01:00,Resource03,complete
case-10497,Confirmation of receipt,2011-11-18T14:15:41.322+01:00,Resource03,complete
case-10497,T02 Check confirmation of receipt,2011-11-18T14:16:05.061+01:00,Resource03,complete
case-10497,T04 Determine confirmation of receipt,2011-11-18T14:16:21.225+01:00,Resource03,complete
case-10497,T05 Print and send confirmation of receipt,2011-11-18T14:17:48.146+01:00,Resource03,complete
case-10497,T06 Determine necessity of stop advice,2011-11-18T14:18:13.728+01:00,Resource03,complete
case-10497,T10 Determine necessity to stop indication,2011-11-18T14:18:48.561+01:00,Resource03,complete
case-10498,Confirmation of receipt,2011-11-18T14:41:16.794+01:00,Resource03,complete
case-10498,T02 Check confirmation of receipt,2011-11-18T14:41:39.728+01:00,Resource03,complete
case-10498,T04 Determine confirmation of receipt,2011-11-18T14:41:55.081+01:00,Resource03,complete
case-10498,T05 Print and send confirmation of receipt,2011-11-18T14:42:12.895+01:00,Resource03,complete
case-10498,T06 Determine necessity of stop advice,2011-11-18T14:54:15.830+01:00,Resource03,complete
case-10498,T10 Determine necessity to stop indication,2011-11-18T15:01:23.990+01:00,Resource03,complete
case-10499,Confirmation of receipt,2011-11-18T15:22:24.611+01:00,Resource03,complete
case-10499,T02 Check confirmation of receipt,2011-11-18T15:22:42.192+01:00,Resource03,complete
case-10499,T04 Determine confirmation of receipt,2011-11-18T15:22:57.393+01:00,Resource03,complete
case-10499,T05 Print and send confirmation of receipt,2011-11-18T15:23:20.869+01:00,Resource03,complete
case-10499,T06 Determine necessity of stop advice,2011-11-18T15:23:34.611+01:00,Resource03,complete
case-10499,T10 Determine necessity to stop indication,2011-11-18T15:24:52.767+01:00,Resource03,complete
case-10502,Confirmation of receipt,2011-12-15T11:25:23.298+01:00,Resource13,complete
case-10502,T02 Check confirmation of receipt,2011-12-15T11:26:04.272+01:00,Resource13,complete
case-10502,T04 Determine confirmation of receipt,2011-12-15T11:26:41.370+01:00,Resource13,complete
case-10502,T05 Print and send confirmation of receipt,2011-12-15T11:27:17.646+01:00,Resource13,complete
case-10502,T06 Determine necessity of stop advice,2011-12-15T11:29:36.267+01:00,Resource13,complete
case-10502,T10 Determine necessity to stop indication,2011-12-15T11:30:06.832+01:00,Resource13,complete
case-10509,Confirmation of receipt,2011-11-28T09:50:57.605+01:00,Resource05,complete
case-10509,T06 Determine necessity of stop advice,2011-11-28T09:51:19.170+01:00,Resource05,complete
case-10509,T02 Check confirmation of receipt,2011-11-28T09:51:59.079+01:00,Resource05,complete
case-10509,T04 Determine confirmation of receipt,2011-11-28T09:52:31.415+01:00,Resource05,complete
case-10509,T05 Print and send confirmation of receipt,2011-11-28T09:52:48.615+01:00,Resource05,complete
case-10509,T10 Determine necessity to stop indication,2011-11-28T09:53:34.153+01:00,Resource05,complete
case-10511,Confirmation of receipt,2011-11-17T15:11:00.004+01:00,Resource03,complete
case-10511,T02 Check confirmation of receipt,2011-11-17T15:11:23.105+01:00,Resource03,complete
case-10511,T04 Determine confirmation of receipt,2011-11-17T15:11:43.109+01:00,Resource03,complete
case-10511,T05 Print and send confirmation of receipt,2011-11-17T15:12:03.851+01:00,Resource03,complete
case-10511,T06 Determine necessity of stop advice,2011-11-17T15:16:28.264+01:00,Resource03,complete
case-10511,T10 Determine necessity to stop indication,2011-11-17T15:16:57.113+01:00,Resource03,complete
case-10512,Confirmation of receipt,2011-11-30T21:02:08.700+01:00,Resource13,complete
case-10512,T02 Check confirmation of receipt,2011-11-30T21:02:49.223+01:00,Resource13,complete
case-10512,T04 Determine confirmation of receipt,2011-11-30T21:03:54.644+01:00,Resource13,complete
case-10512,T05 Print and send confirmation of receipt,2011-11-30T21:04:57.092+01:00,Resource13,complete
case-10512,T06 Determine necessity of stop advice,2011-11-30T21:05:25.227+01:00,Resource13,complete
case-10512,T10 Determine necessity to stop indication,2011-11-30T21:05:48.871+01:00,Resource13,complete
case-10514,Confirmation of receipt,2011-12-22T12:44:26.417+01:00,Resource09,complete
case-10514,T02 Check confirmation of receipt,2011-12-22T12:45:02.538+01:00,Resource09,complete
case-10514,T04 Determine confirmation of receipt,2011-12-22T12:45:30.961+01:00,Resource09,complete
case-10514,T06 Determine necessity of stop advice,2011-12-22T12:46:05.225+01:00,Resource09,complete
case-10514,T10 Determine necessity to stop indication,2011-12-22T12:46:51.746+01:00,Resource09,complete
case-10514,T05 Print and send confirmation of receipt,2011-12-22T12:47:21.763+01:00,Resource09,complete
case-10517,Confirmation of receipt,2011-11-24T15:28:31.455+01:00,Resource01,complete
case-10517,T02 Check confirmation of receipt,2011-11-24T15:28:49.749+01:00,Resource01,complete
case-10517,T04 Determine confirmation of receipt,2011-11-24T15:29:09.116+01:00,Resource01,complete
case-10517,T05 Print and send confirmation of receipt,2011-11-24T15:29:25.785+01:00,Resource01,complete
case-10517,T06 Determine necessity of stop advice,2011-11-24T15:29:52.922+01:00,Resource01,complete
case-10517,T10 Determine necessity to stop indication,2011-11-24T15:30:19.049+01:00,Resource01,complete
case-10526,Confirmation of receipt,2011-11-24T15:17:03.683+01:00,Resource01,complete
case-10526,T06 Determine necessity of stop advice,2011-11-24T15:17:28.049+01:00,Resource01,complete
case-10526,T02 Check confirmation of receipt,2011-11-24T15:17:45.367+01:00,Resource01,complete
case-10526,T04 Determine confirmation of receipt,2011-11-24T15:18:11.416+01:00,Resource01,complete
case-10526,T05 Print and send confirmation of receipt,2011-11-24T15:18:29.633+01:00,Resource01,complete
case-10526,T10 Determine necessity to stop indication,2011-11-24T15:18:46.116+01:00,Resource01,complete
case-10541,Confirmation of receipt,2011-11-24T11:39:46.582+01:00,Resource08,complete
case-10541,T02 Check confirmation of receipt,2011-11-24T11:46:52.160+01:00,Resource08,complete
case-10541,T04 Determine confirmation of receipt,2011-11-24T11:48:07.308+01:00,Resource08,complete
case-10541,T05 Print and send confirmation of receipt,2011-11-24T11:48:40.018+01:00,Resource08,complete
case-10541,T06 Determine necessity of stop advice,2011-11-24T11:53:15.660+01:00,Resource08,complete
